"STATISTIC","Statistic Label","C02199V02655","Sex","C03367V04052","County and City","TLIST(A1)","CensusYear","C02076V03371","Age Group","UNIT","VALUE"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2011","2011","610","80 - 84 years","Number","240"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2011","2011","630","85 years and over","Number","179"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","-","All ages","Number","20587"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","205","0 - 4 years","Number","1573"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","245","5 - 9 years","Number","1737"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","265","10 - 14 years","Number","1604"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","300","15 - 19 years","Number","1348"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","365","20 - 24 years","Number","978"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","410","25 - 29 years","Number","1081"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","440","30 - 34 years","Number","1308"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","460","35 - 39 years","Number","1606"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","475","40 - 44 years","Number","1505"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","495","45 - 49 years","Number","1409"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","515","50 - 54 years","Number","1284"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","530","55 - 59 years","Number","1207"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","550","60 - 64 years","Number","1144"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","565","65 - 69 years","Number","1040"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","580","70 - 74 years","Number","744"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","595","75 - 79 years","Number","484"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","610","80 - 84 years","Number","342"
"E2022","Population 2011 to 2016","1","Male","LD","Longford","2016","2016","630","85 years and over","Number","193"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","-","All ages","Number","60763"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","205","0 - 4 years","Number","5320"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","245","5 - 9 years","Number","4861"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","265","10 - 14 years","Number","4382"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","300","15 - 19 years","Number","3884"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","365","20 - 24 years","Number","3869"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","410","25 - 29 years","Number","4357"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","440","30 - 34 years","Number","4864"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","460","35 - 39 years","Number","4907"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","475","40 - 44 years","Number","4694"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","495","45 - 49 years","Number","4188"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","515","50 - 54 years","Number","3493"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","530","55 - 59 years","Number","3202"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","550","60 - 64 years","Number","2747"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","565","65 - 69 years","Number","2207"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","580","70 - 74 years","Number","1626"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","595","75 - 79 years","Number","1125"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","610","80 - 84 years","Number","644"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2011","2011","630","85 years and over","Number","393"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","-","All ages","Number","63633"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","205","0 - 4 years","Number","4835"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","245","5 - 9 years","Number","5388"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","265","10 - 14 years","Number","4872"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","300","15 - 19 years","Number","4325"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","365","20 - 24 years","Number","3628"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","410","25 - 29 years","Number","3698"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","440","30 - 34 years","Number","4411"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","460","35 - 39 years","Number","4907"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","475","40 - 44 years","Number","4919"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","495","45 - 49 years","Number","4659"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","515","50 - 54 years","Number","4107"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","530","55 - 59 years","Number","3452"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","550","60 - 64 years","Number","3064"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","565","65 - 69 years","Number","2639"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","580","70 - 74 years","Number","2044"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","595","75 - 79 years","Number","1363"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","610","80 - 84 years","Number","833"
"E2022","Population 2011 to 2016","1","Male","LH","Louth","2016","2016","630","85 years and over","Number","489"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","-","All ages","Number","91910"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","205","0 - 4 years","Number","8858"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","245","5 - 9 years","Number","8079"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","265","10 - 14 years","Number","6939"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","300","15 - 19 years","Number","5747"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","365","20 - 24 years","Number","4872"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","410","25 - 29 years","Number","6105"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","440","30 - 34 years","Number","7813"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","460","35 - 39 years","Number","8346"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","475","40 - 44 years","Number","7519"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","495","45 - 49 years","Number","6460"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","515","50 - 54 years","Number","5228"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","530","55 - 59 years","Number","4467"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","550","60 - 64 years","Number","3888"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","565","65 - 69 years","Number","2954"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","580","70 - 74 years","Number","1983"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","595","75 - 79 years","Number","1320"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","610","80 - 84 years","Number","814"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2011","2011","630","85 years and over","Number","518"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","-","All ages","Number","96776"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","205","0 - 4 years","Number","8010"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","245","5 - 9 years","Number","8967"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","265","10 - 14 years","Number","7961"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","300","15 - 19 years","Number","6690"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","365","20 - 24 years","Number","4803"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","410","25 - 29 years","Number","4642"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","440","30 - 34 years","Number","6580"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","460","35 - 39 years","Number","8038"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","475","40 - 44 years","Number","8183"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","495","45 - 49 years","Number","7307"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","515","50 - 54 years","Number","6251"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","530","55 - 59 years","Number","5111"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","550","60 - 64 years","Number","4328"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","565","65 - 69 years","Number","3728"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","580","70 - 74 years","Number","2741"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","595","75 - 79 years","Number","1718"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","610","80 - 84 years","Number","1017"
"E2022","Population 2011 to 2016","1","Male","MH","Meath","2016","2016","630","85 years and over","Number","701"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","-","All ages","Number","38430"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","205","0 - 4 years","Number","3202"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","245","5 - 9 years","Number","3019"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","265","10 - 14 years","Number","2979"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","300","15 - 19 years","Number","2600"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","365","20 - 24 years","Number","2263"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","410","25 - 29 years","Number","2570"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","440","30 - 34 years","Number","2872"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","460","35 - 39 years","Number","2982"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","475","40 - 44 years","Number","2790"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","495","45 - 49 years","Number","2619"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","515","50 - 54 years","Number","2443"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","530","55 - 59 years","Number","2082"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","550","60 - 64 years","Number","1829"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","565","65 - 69 years","Number","1447"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","580","70 - 74 years","Number","1060"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","595","75 - 79 years","Number","814"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","610","80 - 84 years","Number","506"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2011","2011","630","85 years and over","Number","353"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","-","All ages","Number","38838"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","205","0 - 4 years","Number","2865"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","245","5 - 9 years","Number","3220"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","265","10 - 14 years","Number","3004"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","300","15 - 19 years","Number","2800"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","365","20 - 24 years","Number","1983"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","410","25 - 29 years","Number","2019"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","440","30 - 34 years","Number","2585"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","460","35 - 39 years","Number","2864"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","475","40 - 44 years","Number","2858"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","495","45 - 49 years","Number","2681"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","515","50 - 54 years","Number","2576"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","530","55 - 59 years","Number","2364"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","550","60 - 64 years","Number","2031"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","565","65 - 69 years","Number","1739"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","580","70 - 74 years","Number","1293"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","595","75 - 79 years","Number","902"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","610","80 - 84 years","Number","624"
"E2022","Population 2011 to 2016","1","Male","OY","Offaly","2016","2016","630","85 years and over","Number","430"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","-","All ages","Number","42783"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","205","0 - 4 years","Number","3503"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","245","5 - 9 years","Number","3270"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","265","10 - 14 years","Number","3116"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","300","15 - 19 years","Number","2919"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","365","20 - 24 years","Number","2671"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","410","25 - 29 years","Number","3114"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","440","30 - 34 years","Number","3431"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","460","35 - 39 years","Number","3268"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","475","40 - 44 years","Number","3166"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","495","45 - 49 years","Number","2926"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","515","50 - 54 years","Number","2621"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","530","55 - 59 years","Number","2328"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","550","60 - 64 years","Number","1975"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","565","65 - 69 years","Number","1549"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","580","70 - 74 years","Number","1159"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","595","75 - 79 years","Number","870"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","610","80 - 84 years","Number","511"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2011","2011","630","85 years and over","Number","386"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","-","All ages","Number","44082"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","205","0 - 4 years","Number","3243"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","245","5 - 9 years","Number","3549"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","265","10 - 14 years","Number","3235"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","300","15 - 19 years","Number","3043"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","365","20 - 24 years","Number","2578"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","410","25 - 29 years","Number","2524"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","440","30 - 34 years","Number","3124"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","460","35 - 39 years","Number","3383"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","475","40 - 44 years","Number","3176"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","495","45 - 49 years","Number","3155"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","515","50 - 54 years","Number","2875"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","530","55 - 59 years","Number","2568"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","550","60 - 64 years","Number","2276"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","565","65 - 69 years","Number","1896"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","580","70 - 74 years","Number","1415"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","595","75 - 79 years","Number","1002"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","610","80 - 84 years","Number","641"
"E2022","Population 2011 to 2016","1","Male","WH","Westmeath","2016","2016","630","85 years and over","Number","399"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","-","All ages","Number","71909"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","205","0 - 4 years","Number","5877"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","245","5 - 9 years","Number","5728"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","265","10 - 14 years","Number","5318"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","300","15 - 19 years","Number","4500"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","365","20 - 24 years","Number","3811"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","410","25 - 29 years","Number","4565"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","440","30 - 34 years","Number","5380"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","460","35 - 39 years","Number","5516"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","475","40 - 44 years","Number","5420"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","495","45 - 49 years","Number","4997"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","515","50 - 54 years","Number","4503"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","530","55 - 59 years","Number","3984"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","550","60 - 64 years","Number","3690"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","565","65 - 69 years","Number","3084"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","580","70 - 74 years","Number","2382"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","595","75 - 79 years","Number","1651"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","610","80 - 84 years","Number","917"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2011","2011","630","85 years and over","Number","586"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","-","All ages","Number","73722"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","205","0 - 4 years","Number","5369"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","245","5 - 9 years","Number","5944"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","265","10 - 14 years","Number","5660"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","300","15 - 19 years","Number","4980"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","365","20 - 24 years","Number","3489"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","410","25 - 29 years","Number","3713"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","440","30 - 34 years","Number","4521"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","460","35 - 39 years","Number","5411"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","475","40 - 44 years","Number","5463"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","495","45 - 49 years","Number","5361"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","515","50 - 54 years","Number","4869"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","530","55 - 59 years","Number","4472"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","550","60 - 64 years","Number","4042"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","565","65 - 69 years","Number","3646"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","580","70 - 74 years","Number","2826"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","595","75 - 79 years","Number","1991"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","610","80 - 84 years","Number","1233"
"E2022","Population 2011 to 2016","1","Male","WX","Wexford","2016","2016","630","85 years and over","Number","732"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","-","All ages","Number","67542"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","205","0 - 4 years","Number","5802"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","245","5 - 9 years","Number","5189"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","265","10 - 14 years","Number","4982"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","300","15 - 19 years","Number","4405"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","365","20 - 24 years","Number","4021"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","410","25 - 29 years","Number","4206"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","440","30 - 34 years","Number","5351"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","460","35 - 39 years","Number","5496"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","475","40 - 44 years","Number","5142"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","495","45 - 49 years","Number","4912"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","515","50 - 54 years","Number","4181"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","530","55 - 59 years","Number","3596"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","550","60 - 64 years","Number","3391"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","565","65 - 69 years","Number","2673"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","580","70 - 74 years","Number","1793"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","595","75 - 79 years","Number","1251"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","610","80 - 84 years","Number","710"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2011","2011","630","85 years and over","Number","441"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","-","All ages","Number","70156"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","205","0 - 4 years","Number","5168"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","245","5 - 9 years","Number","5935"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","265","10 - 14 years","Number","5267"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","300","15 - 19 years","Number","4719"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","365","20 - 24 years","Number","3629"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","410","25 - 29 years","Number","3505"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","440","30 - 34 years","Number","4470"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","460","35 - 39 years","Number","5573"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","475","40 - 44 years","Number","5578"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","495","45 - 49 years","Number","5028"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","515","50 - 54 years","Number","4832"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","530","55 - 59 years","Number","4096"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","550","60 - 64 years","Number","3531"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","565","65 - 69 years","Number","3201"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","580","70 - 74 years","Number","2475"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","595","75 - 79 years","Number","1582"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","610","80 - 84 years","Number","957"
"E2022","Population 2011 to 2016","1","Male","WW","Wicklow","2016","2016","630","85 years and over","Number","610"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","-","All ages","Number","58298"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","205","0 - 4 years","Number","4575"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","245","5 - 9 years","Number","4357"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","265","10 - 14 years","Number","4229"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","300","15 - 19 years","Number","3735"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","365","20 - 24 years","Number","3235"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","410","25 - 29 years","Number","3603"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","440","30 - 34 years","Number","4294"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","460","35 - 39 years","Number","4423"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","475","40 - 44 years","Number","4492"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","495","45 - 49 years","Number","4080"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","515","50 - 54 years","Number","3793"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","530","55 - 59 years","Number","3374"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","550","60 - 64 years","Number","3241"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","565","65 - 69 years","Number","2540"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","580","70 - 74 years","Number","1771"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","595","75 - 79 years","Number","1264"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","610","80 - 84 years","Number","781"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2011","2011","630","85 years and over","Number","511"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2016","2016","-","All ages","Number","58785"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2016","2016","205","0 - 4 years","Number","4011"
"E2022","Population 2011 to 2016","1","Male","CE","Clare","2016","2016","245","5 - 9 years","Number","4599"
